"BillType","BillNumber","CurrentStatus","LDOA","IntroDate","ActualBillNumber","BillParty1","BillParty2","BillParty3","GovernorAction","GovernorDateOfAction","PamphletLaw","ChapterLaw","EffectOnStatutes","EffectiveDate","Codification","FirstPrime","SecondPrime","ThirdPrime","Synopsis","EfDateNote","IdenticalBillNumber","LastSessionFullBillNumber","OldBillNumber","ProposedDate","Abstract","ModDate","FNCertified"
"S  ",4002,"SEN",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4002","D",,,,,,,,,,"Mukherji, Raj",,,"Prohibits sale of cosmetic products and personal care products containing 1,4-dioxane.",,,,,12/19/2024 0:00:00,"Cosmetic products & personal care products-prohibit sale, containing 1,4-dioxane",1/15/2025 0:00:00,"N"
"S  ",4003,"SMV",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4003","R","D",,,,,,,,,"Corrado, Kristin M.","Beach, James ",,"Establishes ""Service Dogs Assisting Veterans Grant Program"" in DMVA.",,"A5109",,,12/19/2024 0:00:00,"Service Dogs Assisting Veterans Grant Program-establish in DMVA",1/30/2025 0:00:00,"Y"
"S  ",4004,"SBA",6/5/2025 0:00:00,1/14/2025 0:00:00,"S4004 Sca (1R)","R","R",,,,,,,,,"Corrado, Kristin M.","Singer, Robert W.",,"Revises law on extended employment programs for persons with disabilities.",,"A5131",,,12/19/2024 0:00:00,"Extended employment programs-revise law for persons with disabilities",6/19/2025 0:00:00,"Y"
"S  ",4005,"SJU",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4005","R","R",,,,,,,,,"Steinhardt, Douglas J.","Bucco, Anthony M.",,"Establishes criminal liability for property destruction occurring during auto theft and police pursuit for auto theft; requires restitution for damages incurred.",,,,,12/19/2024 0:00:00,"Property destruction, during auto theft & police pursuit-estab crim liability",1/16/2025 0:00:00,"Y"
"S  ",4006,"SLP",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4006","R","R",,,,,,,,,"Bucco, Anthony M.","Bramnick, Jon M.",,"Supplemental appropriation of $50 million to Law Enforcement Unmanned Aircraft Systems Radar Technology Grant Program.",,,,,12/19/2024 0:00:00,"Law Enforcement Unmanned Aircraft Sys Radar Technology Grant Program;$50M",1/15/2025 0:00:00,"N"
"S  ",4007,"SLP",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4007","R","R",,,,,,,,,"Bucco, Anthony M.","Bramnick, Jon M.",,"Prohibits operation of drone in manner that interferes with airports or military.",,,,,12/19/2024 0:00:00,"Drone-prohibit operation in manner that interferes with airports or military",1/16/2025 0:00:00,"Y"
"S  ",4008,"SBA",2/13/2025 0:00:00,1/14/2025 0:00:00,"S4008 Sca (1R)","D","D",,,,,,,,,"Greenstein, Linda R.","Gopal, Vin ",,"Imposes locational restriction on construction of a new crematory.",,"A5275 (1R)",,,12/19/2024 0:00:00,"New crematory, construction-impose locational restriction",5/19/2025 0:00:00,"N"
"S  ",4009,"2RS",5/12/2025 0:00:00,1/14/2025 0:00:00,"S4009","D","D",,,,,,,,,"Zwicker, Andrew","Cryan, Joseph P.",,"Directs DOLWD to develop and maintain industry-valued credential list.",,"A5183  ",,,12/19/2024 0:00:00,"Industry-valued credential list-direct DOLWD develop and maintain",5/12/2025 0:00:00,"N"
"S  ",4010,"SBA",5/22/2025 0:00:00,1/14/2025 0:00:00,"S4010 Sca (1R)","D","D",,,,,,,,,"Zwicker, Andrew ","Cryan, Joseph P.",,"Provides for expansion of social services supports at county colleges.",,"A5212 (1R)",,,12/19/2024 0:00:00,"Social services-provide for expansion at county colleges",5/23/2025 0:00:00,"Y"
"S  ",4011,"SBA",6/12/2025 0:00:00,1/14/2025 0:00:00,"S4011","D","D",,,,,,,,,"Zwicker, Andrew ","Cryan, Joseph P.",,"Requires registration of postsecondary education debt creditors; establishes protections for borrowers.",,,,,12/19/2024 0:00:00,"Postsecondary education debt creditors-require registration",6/26/2025 0:00:00,"Y"
"S  ",4012,"SBA",5/12/2025 0:00:00,1/14/2025 0:00:00,"S4012 Sca (1R)","D","D",,,,,,,,,"Zwicker, Andrew ","Singleton, Troy ",,"Establishes ""New Economy Opportunity Skills System Pilot Program"" to strengthen alignment and collaboration between local workforce development boards, community colleges, and county vocational school districts; makes appropriation.*",,"A5213 (1R)",,,12/19/2024 0:00:00,"New Economy Opportunity Skill System Pilot Program-establish",5/13/2025 0:00:00,"Y"
"S  ",4013,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4013","D",,,,,,,,,,"Lagana, Joseph A.",,,"Permits clinical laboratories to provide certain patients discounts without affecting NJ FamilyCare reimbursement rates or violating NJ Familycare rebate prohibitions.",,"A5132",,,12/19/2024 0:00:00,"Clinical laboratories-provide discounts w/o affecting reimbursement rates",1/30/2025 0:00:00,"Y"
"S  ",4014,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4014","D",,,,,,,,,,"Vitale, Joseph F.",,,"Provides for licensure of emergency medical responders and emergency medical technicians and certification of mobility assistance vehicle operators; revises requirements for delivery of emergency medical and patient transportation services.",,,,,12/19/2024 0:00:00,"Emergency medical responders & medical technicians-provide for licensure",1/16/2025 0:00:00,"Y"
"S  ",4015,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4015","D","D",,,,,,,,,"Vitale, Joseph F.","Greenstein, Linda R.",,"Clarifies DHS authority to regulate sober living homes and halfway houses as residential substance abuse aftercare facilities; requires background checks and other protections for residents of residential substance abuse facilities.",,"A2198","A1952 S1042",,12/19/2024 0:00:00,"Sober living home-clarify auth. to regulate resid, substance abuse aftercare fac",1/30/2025 0:00:00,"Y"
"S  ",4016,"SED",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4016","D",,,,,,,,,,"Vitale, Joseph F.",,,"Requires each school district with middle school or high school to establish food services advisory committee to consider menu options that reflect students' cultural, traditional, and dietary preferences.
",,"A1650","A3528",,12/19/2024 0:00:00,"Food service advisory committee-consider menu options reflect dietary preference",1/15/2025 0:00:00,"N"
"S  ",4017,"SHI",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4017","D",,,,,,,,,,"Vitale, Joseph F.",,,"Provides for annual fellowship stipends for Direct Support Professional Career Development Program participants.",,"A5185  ",,,12/19/2024 0:00:00,"Direct Support Professional Career Development Prog-prov annual fellowship",1/16/2025 0:00:00,"Y"
"S  ",4018,"SBA",5/22/2025 0:00:00,1/14/2025 0:00:00,"S4018","D","D",,,,,,,,,"Vitale, Joseph F.","Scutari, Nicholas P.",,"Requires health insurance and Medicaid coverage for screening, prevention, and treatment services of behavioral health issues affecting children.",,"A5052",,,12/19/2024 0:00:00,"Behavioral health issues-req coverage for screening, prevention & treatment svcs",6/6/2025 0:00:00,"Y"
"S  ",4019,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4019","D",,,,,,,,,,"Vitale, Joseph F.",,,"Designates minimum percentage of residential substance use disorder treatment facility beds for use by NJ FamilyCare eligible individuals as condition for licensure.",,,,,12/19/2024 0:00:00,"Substance use disorder treatment facilities-concerns",1/16/2025 0:00:00,"Y"
"S  ",4020,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4020","D",,,,,,,,,,"Burgess, Renee C.",,,"Requires DOH to inspect reports of mold infestation in health care facilities.",,"A5069",,,12/19/2024 0:00:00,"Health care facilities, mold infestation-require DOH inspect reports",1/16/2025 0:00:00,"Y"
"S  ",4021,"SHI",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4021","D","D",,,,,,,,,"Cryan, Joseph P.","Zwicker, Andrew",,"Modernizes responsibilities of New Jersey Council of County Colleges.",,"A5182  ",,,12/19/2024 0:00:00,"New Jersey Council of County Colleges-modernize responsibilities",1/15/2025 0:00:00,"N"
"S  ",4022,"SSG",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4022","D","D",,,,,,,,,"Cryan, Joseph P.","Zwicker, Andrew",,"Authorizes State employees to take administrative leave days in observance of Eid al-Fitr and Eid al-Adha; requires school districts to permit students excused absences for observance of Eid al-Fitr and Eid al-Adha.",,"A590","A5290 S3760",,12/19/2024 0:00:00,"Eid al-Fitr/Eid al-Adha-auth employee admin leave day; student excused absence",1/15/2025 0:00:00,"N"
"S  ",4023,"2RS",5/22/2025 0:00:00,1/14/2025 0:00:00,"S4023","D","D",,,,,,,,,"Cryan, Joseph P.","Zwicker, Andrew ",,"Establishes New Jersey Pathways to Career Opportunities Initiative Act.",,"A5211",,,12/19/2024 0:00:00,"New Jersey Pathways to Career Opportunities Initiative Act-establish",5/22/2025 0:00:00,"N"
"S  ",4024,"SLP",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4024","D",,,,,,,,,,"Cryan, Joseph P.",,,"Establishes ""Transparency in Prosecutorial Communication Act""; requires AG to release updated press release regarding investigations in certain circumstances.",,,,,12/19/2024 0:00:00,"Transparency in Prosecutorial Communications Act-establish",1/15/2025 0:00:00,"N"
"S  ",4025,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4025","D","D",,,,,,,,,"McKnight, Angela V.","Beach, James ",,"Requires signs to be posted and pamphlets to be distributed in emergency rooms regarding VCCO.",,"A3879  ","A1509 S1038","A1752 S3850",12/19/2024 0:00:00,"VCCO-post signs and distribute pamphlets in emergency rooms",1/30/2025 0:00:00,"N"
"S  ",4026,,12/19/2024 0:00:00,,"S4026",,,,,,,,,,,"OPEN",,,,,,,,12/19/2024 0:00:00,"",12/19/2024 0:00:00,
"S  ",4027,"SUB",6/30/2025 0:00:00,1/14/2025 0:00:00,"S4027 Sca (1R)","D","D",,,,,,,,,"Cruz-Perez, Nilsa I.","Pou, Nellie ",,"Requires State to purchase certain unused tax credits issued under New Jersey Economic Recovery Act of 2020.",,"A5170 (1R)",,,12/19/2024 0:00:00,"Economic Recovery Act of 2020-require State purchase cert unused tax credits",6/30/2025 0:00:00,"Y"
"S  ",4028,"PS",6/30/2025 0:00:00,1/14/2025 0:00:00,"S4028","D",,,,,,,,,,"Sarlo, Paul A.",,,"Limits amount of payment that State agency as property owner may withhold from certain contractors on State construction contracts to two percent of amount due.",,"A5731",,,12/19/2024 0:00:00,"State construction contracts-limit amount of payment agency may withheld, to 2%",6/30/2025 0:00:00,"Y"
"S  ",4029,"SLP",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4029","D","R",,,,,,,,,"Gopal, Vin","Singer, Robert W.",,"Makes FY2025 supplemental appropriation of $10 million for Unmanned Aircraft Systems Grant Program.",,"A5162  ",,,12/19/2024 0:00:00,"Unmanned Aircraft Systems Grant Program-make FY2025 suppl approp;$10M",1/15/2025 0:00:00,"N"
"S  ",4030,"SBA",6/9/2025 0:00:00,1/14/2025 0:00:00,"S4030 Sca (1R)","D","D",,,,,,,,,"Gopal, Vin ","Singleton, Troy ",,"Requires health care professionals to report cases of amyotrophic lateral sclerosis and motor neuron disease.*",,"A2980 (2R)","A3269",,12/19/2024 0:00:00,"Amyotrophic lateral sclerosis-require health care professionals report cases",6/19/2025 0:00:00,"N"
"S  ",4031,"SEG",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4031","D","D",,,,,,,,,"Cruz-Perez, Nilsa I.","Turner, Shirley K.",,"Requires school meal service providers, when procuring local and regional foods for students, to give purchasing preference to foods produced by in-State farmers and other food producers located within 100 miles of destination school.",,"A5093",,,12/19/2024 0:00:00,"School meal service providers-give pref, foods produced by in-State farmers",1/15/2025 0:00:00,"N"
"S  ",4032,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4032","D","D",,,,,,,,,"Cruz-Perez, Nilsa I.","Ruiz, M. Teresa",,"Establishes ""Mental and Behavioral Health for Hispanics and Latinos Act""; appropriates $1 million.",,"A4868",,,12/19/2024 0:00:00,"Mental and Behavioral Health for Hispanics and Latinos Act-establish;$1M",1/16/2025 0:00:00,"Y"
"S  ",4033,"SEG",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4033","D","D",,,,,,,,,"Cruz-Perez, Nilsa I.","Turner, Shirley K.",,"Establishes fire protection requirements for short-term farm labor housing.",,"A5095",,,12/19/2024 0:00:00,"Farm labor housing, short-term-establish fire protection requirements",1/15/2025 0:00:00,"N"
"S  ",4034,"SEG",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4034","D","D",,,,,,,,,"Cruz-Perez, Nilsa I.","Turner, Shirley K.",,"Provides that potable water well construction projects on preserved farms are eligible to receive soil and water conservation grants from SADC.",,"A5094",,,12/19/2024 0:00:00,"Portable water well constr proj, preserv farms-receive cert conservation grants",1/15/2025 0:00:00,"N"
"S  ",4035,"SLP",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4035","D",,,,,,,,,,"Ruiz, M. Teresa",,,"Requires State and county correctional facilities to make feminine hygiene products of varying absorbency levels available to female inmates.",,"A5172  ",,,12/19/2024 0:00:00,"Correctional facilities-make feminine hygiene products available, varying levels",1/16/2025 0:00:00,"Y"
"S  ",4036,"SSG",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4036","D","D",,,,,,,,,"Singleton, Troy ","Turner, Shirley K.",,"Makes $3 million supplemental appropriation for bonus awards for certain COVID-19 emergency essential frontline State workers of Local 195 International Federation of Professional and Technical Engineers.",,"A5020",,,12/19/2024 0:00:00,"COVID-19 emerg essential frontline St workers,cert-make bonus awards;$3M",6/19/2025 0:00:00,"N"
"S  ",4037,"SBA",3/17/2025 0:00:00,1/14/2025 0:00:00,"S4037 Sca (1R)","D","D",,,,,,,,,"Singleton, Troy ","Wimberly, Benjie E.",,"Establishes ""Enhanced Transit Village Program"" to be administered by Office of Planning Advocacy in Department of State and DOT; appropriates $25 million.*",,"A1210","A5324",,12/19/2024 0:00:00,"Enhanced Transit Village Program-establish in Office of Planning Advocacy",3/18/2025 0:00:00,"Y"
"S  ",4038,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4038","D","D",,,,,,,,,"Singleton, Troy","Vitale, Joseph F.",,"Requires DOH to use Basic Screening Survey to access oral health in children.",,"A4276","A5257",,12/19/2024 0:00:00,"Basic Screening Survey-require DOH use to access oral health in children",1/15/2025 0:00:00,"N"
"S  ",4039,"2RS",6/19/2025 0:00:00,1/14/2025 0:00:00,"S4039","D","D",,,,,,,,,"Singleton, Troy ","Johnson, Gordon M.",,"Exempts nonresident military spouses from ""New Jersey First Act.""",,"A4870",,,12/19/2024 0:00:00,"New Jersey First Act-exempts nonresident military spouses",6/19/2025 0:00:00,"N"
"S  ",4040,"SSG",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4040","D","D",,,,,,,,,"Singleton, Troy ","McKnight, Angela V.",,"Requires public entities purchase five percent of goods and services from Central Nonprofit Agency; requires Division of Purchase and Property establish training protocols for all purchasing agents; grants Central Nonprofit Agency right of first refusal.",,"A5042",,,12/19/2024 0:00:00,"Goods and services-req public entities purchase 5% from Central Nonprofit Agency",3/17/2025 0:00:00,"Y"
"S  ",4041,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4041","D",,,,,,,,,,"Burzichelli, John J.",,,"Provides corporation business and gross income tax credits for employment of community health workers.",,,,,12/19/2024 0:00:00,"Corporation business & income tax credit-prov, employ of community health worker",1/16/2025 0:00:00,"Y"
"S  ",4042,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4042","D",,,,,,,,,,"Vitale, Joseph F.",,,"Requires DOH to purchase xylazine test strips to be distributed to entities that provide authorized harm reduction services; makes appropriation.",,,,,12/19/2024 0:00:00,"Xylazine test strips-distribute, entities that prov auth harm reduction services",1/16/2025 0:00:00,"Y"
"S  ",4043,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4043","D","D",,,,,,,,,"Cruz-Perez, Nilsa I.","Scutari, Nicholas P.",,"Increases access to substance use disorder treatment; Requires Medicaid coverage for substance use disorder services provided by community-based organizations.",,"A5354  ",,,12/19/2024 0:00:00,"Substance use disorder services-increase access to treatment",3/24/2025 0:00:00,"Y"
"S  ",4044,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4044","D",,,,,,,,,,"McKnight, Angela V.",,,"Requires DHS to request approval from federal government to provide rental assistance benefits to certain NJ FamilyCare beneficiaries.",,,,,12/19/2024 0:00:00,"Rental assistance benefits-req DHS request approval, federal govt provide",1/16/2025 0:00:00,"Y"
"S  ",4045,"SLP",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4045","D",,,,,,,,,,"Gopal, Vin",,,"Requires controlled dangerous substances seized by law enforcement officers to be tested for presence of xylazine; requires reporting to DOH.",,,,,12/19/2024 0:00:00,"Controlled dangerous substance, seized by law enforce-test, presence of xylazine",1/16/2025 0:00:00,"Y"
"S  ",4046,"SHH",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4046","D",,,,,,,,,,"Greenstein, Linda R.",,,"Establishes ""New Jersey Community Health Worker Program"" in DOH and certain training programs for community health workers.",,,,,12/19/2024 0:00:00,"Community Health Worker Prog-estab in DOH & cert training programs for workers",1/16/2025 0:00:00,"Y"
"S  ",4047,"SLA",1/14/2025 0:00:00,1/14/2025 0:00:00,"S4047","D","R",,,,,,,,,"Sarlo, Paul A.","Testa, Michael L.",,"Establishes ""Business Growth Protection Act""; revises law concerning temporary help service firms and temporary laborers.",,"A5532",,,12/19/2024 0:00:00,"Business Growth Protection Act-estab; revise law, temp help svc firms & laborers",5/19/2025 0:00:00,"Y"
"S  ",4048,"2RS",6/26/2025 0:00:00,1/14/2025 0:00:00,"S4048 ScaSca (2R)","D","D",,,,,,,,,"Gopal, Vin","Singleton, Troy",,"Prohibits approving authority from approving construction of certain warehouses on lot of land within 1,000 feet of historic district.*",,"A5241",,,1/14/2025 0:00:00,"Warehouses, cert-proh approving construction, within 1,000 feet of historic dist",6/27/2025 0:00:00,"N"
"S  ",4050,"2RS",6/9/2025 0:00:00,1/30/2025 0:00:00,"S4050 Sca (1R)","D","D",,,,,,,,,"Diegnan, Patrick J.","Burzichelli, John J.",,"Allows follow up communication from operators of telephone number for mental health and suicide crisis resources or 9-8-8 crisis hotline to minors at risk of committing suicide.*",,"A3016","A1093",,1/14/2025 0:00:00,"Suicide Hopeline-allows follow-up calls from opertators to at risk minors",6/10/2025 0:00:00,"N"
"S  ",4051,"SED",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4051","D","D",,,,,,,,,"Burzichelli, John J.","Diegnan, Patrick J.",,"Allows school district to appoint certain specialists to provide school security services to schools.",,"A5224  ",,,1/14/2025 0:00:00,"School security services-allow district to appoint cert specialists to provide",6/19/2025 0:00:00,"Y"
"S  ",4052,"SJU",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4052","R","R",,,,,,,,,"Steinhardt, Douglas J.","Bucco, Anthony M.",,"Amends felony murder, aggravated manslaughter, and aggravated assault statutes to include death or bodily injury occurring during commission of auto theft.",,"A5317",,,1/14/2025 0:00:00,"Death or bodily injury during comm of auto theft-amend cert statutes to include",2/3/2025 0:00:00,"N"
"S  ",4053,"SLP",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4053","R","R",,,,,,,,,"Steinhardt, Douglas J.","Bucco, Anthony M.",,"Expands offenses for which juvenile may be waived to adult criminal court to include certain thefts or unlawful takings of motor vehicles; makes use of juvenile in theft of motor vehicle strict liability crime.",,"A5369  ",,,1/14/2025 0:00:00,"Motor vehicle theft, cert-expand offenses, juv waived to adult criminal court",2/3/2025 0:00:00,"N"
"S  ",4054,"SJU",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4054","R","R",,,,,,,,,"Steinhardt, Douglas J.","Bucco, Anthony M.",,"Upgrades degree of crime of auto theft when committed in connection with home invasion or residential burglary.",,"A5316",,,1/14/2025 0:00:00,"Auto theft-upgrade degree of crime, connection w/ home invasion or burglary",2/14/2025 0:00:00,"Y"
"S  ",4055,"SHH",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4055","R",,,,,,,,,,"Testa, Michael L.",,,"Establishes a business coaching program in DCF for licensed child care providers; appropriates $3 million.",,,,,1/14/2025 0:00:00,"Child care providers, licensed-estab business coaching program in DCF;$3M",2/3/2025 0:00:00,"Y"
"S  ",4056,"SCM",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4056","R","D",,,,,,,,,"Amato, Carmen F.","Gopal, Vin ",,"Prohibits health insurance carriers from placing time limit on coverage of anesthesia services before, during, or after medical or surgical procedures.",,"A5216  ",,,1/14/2025 0:00:00,"Health insurance carriers, anesthesia svcs-prohibit placing limit on coverage",2/11/2025 0:00:00,"Y"
"S  ",4057,"SSG",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4057","R",,,,,,,,,,"Pennacchio, Joseph",,,"Prohibits remote work for State employees.",,"A5243  ",,,1/14/2025 0:00:00,"State employees-prohibit remote work",2/3/2025 0:00:00,"N"
"S  ",4058,"STR",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4058","R",,,,,,,,,,"Singer, Robert W.",,,"""Ruth Gilbert Alzheimer's Accessibility Act""; allows certain individuals diagnosed with Alzheimer's disease or dementia to receive, and caregivers transporting those individuals to utilize, parking privileges reserved for persons with disability.",,"A4770",,,1/14/2025 0:00:00,"Ruth Gilbert Alzheimer's Accessibility Act-allows parking privileges",2/3/2025 0:00:00,"Y"
"S  ",4059,"SLP",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4059","R",,,,,,,,,,"Polistina, Vincent J.",,,"Allows veteran service organizations to obtain license to serve members alcoholic beverages.",,"A5231  ",,,1/14/2025 0:00:00,"Alcoholic beverages-allow veteran svc organizations obtain license to serve memb",2/3/2025 0:00:00,"Y"
"S  ",4060,"SHH",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4060","R",,,,,,,,,,"Henry, Owen",,,"Increases personal needs allowance to $100 for low-income persons residing in certain facilities.",,"A3691","A3035 (1R) S3397",,1/14/2025 0:00:00,"Personal needs allowance-incr. to $100 for low-income persons in cert facilities",2/3/2025 0:00:00,"Y"
"S  ",4061,"SHH",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4061","D","D",,,,,,,,,"Lagana, Joseph A.","McKnight, Angela V.",,"Directs DHS to establish three year advertising campaign to attract certified home health aides to health care professions; appropriates $3 million.",,,,,1/14/2025 0:00:00,"Home health aides-estab three yr advertising campaign, health care prof;$3M",2/3/2025 0:00:00,"Y"
"S  ",4062,"SCU",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4062","D",,,,,,,,,,"Lagana, Joseph A.",,,"Requires DCA to review and amend State Uniform Construction Code concerning parking structures to address increased weight of electric vehicles.",,"A5221",,,1/14/2025 0:00:00,"Parking structures, construction-address increased weight of electric vehicles",2/3/2025 0:00:00,"N"
"S  ",4063,"SCM",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4063","D",,,,,,,,,,"Cryan, Joseph P.",,,"Requires dental insurance carriers to report on medical loss ratio data annually.",,,,,1/14/2025 0:00:00,"Dental insurance-require carriers report medical loss ratio data annually",2/3/2025 0:00:00,"Y"
"S  ",4064,"SCU",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4064","D","D",,,,,,,,,"Zwicker, Andrew ","McKnight, Angela V.",,"Allows public bodies to provide required notices to newspapers distributed online and establishes related publication requirements; establishes rates that newspapers may charge for each notice posted online.",,,,,1/14/2025 0:00:00,"Newspapers distributed online-allow public bodies to provide required notices",2/3/2025 0:00:00,"Y"
"S  ",4065,"SCU",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4065","R",,,,,,,,,,"Bucco, Anthony M.",,,"Adjusts method of determining regional need for affordable housing; permits timeline extension for municipalities to determine and plan for adjusted fair share obligations based on revisions to regional need.",,,,,1/14/2025 0:00:00,"Affordable housing-adjust method determining regional need",5/12/2025 0:00:00,"Y"
"S  ",4066,"SJU",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4066","R","D",,,,,,,,,"O'Scanlon, Declan J.","Greenstein, Linda R.",,"Establishes that final restraining order survives plaintiff's death where other persons are also protected; requires prosecutors to provide notice of defendant's release to other persons protected by order.",,"A5477",,,1/14/2025 0:00:00,"Final restraining order-survives plaintiff's death, other persons also protected",2/10/2025 0:00:00,"N"
"S  ",4067,"SCM",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4067","D",,,,,,,,,,"Gopal, Vin",,,"Requires health insurance carriers to reimburse health care providers for vaccines at rate no less than CDC cost per dose rate.",,,,,1/14/2025 0:00:00,"Health insur carriers-reimb for vaccines, no less than CDC cost per dose rate",2/3/2025 0:00:00,"N"
"S  ",4068,"SHH",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4068","D",,,,,,,,,,"Singleton, Troy",,,"Restricts use of restrictive employment covenants for physicians and nurses.",,"A1819 w/c","A2003 w/c",,1/14/2025 0:00:00,"Physicians and nurses-restricts use of restrictive employement covenants",2/3/2025 0:00:00,"N"
"S  ",4069,"SBA",5/12/2025 0:00:00,1/30/2025 0:00:00,"S4069 Sca (1R)","D","D",,,,,,,,,"Singleton, Troy ","Mukherji, Raj ",,"Requires cost-benefit analyses for long term tax exemption, and requires DCA to create database of exemptions; requires five-year tax exemption and abatement agreements to be filed with certain county officials.",,,,,1/30/2025 0:00:00,"Long term tax exemption-req cost-benefit analyses & req DCA create database",5/19/2025 0:00:00,"Y"
"S  ",4070,"SBA",5/22/2025 0:00:00,1/30/2025 0:00:00,"S4070 Sca (1R)","D","R",,,,,,,,,"Zwicker, Andrew ","Pennacchio, Joseph ",,"Establishes Fusion Energy and Technology Incentive Program in EDA to encourage use of power plants for fusion energy and technology purposes; authorizes funds in Global Warming Solutions Fund to support fusion energy and technology facilities.",,,,,1/14/2025 0:00:00,"Fusion Energy and Technology Incentive Program-establish in EDA",5/23/2025 0:00:00,"Y"
"S  ",4071,"SUB",6/30/2025 0:00:00,1/30/2025 0:00:00,"S4071/3155 ScaScs (SCS)","D","D","D",,,,,,,,"Ruiz, M. Teresa","Scutari, Nicholas P.","Singleton, Troy ","Authorizes HMFA to use certain tax credits; directs HMFA to conduct tax credit auctions to provide financial assistance for certain housing puropses.*",,"A3128 (2R)",,,1/14/2025 0:00:00,"HMFA-authorize to use certain tax credits; conduct tax credit auctions",7/1/2025 0:00:00,"Y"
"S  ",4072,"SCM",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4072","D",,,,,,,,,,"Scutari, Nicholas P.",,,"Invalidates certain arbitration agreements.",,,,,1/14/2025 0:00:00,"Arbitration agreements, certain-invalidates",2/3/2025 0:00:00,"N"
"S  ",4073,"STR",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4073","D","D",,,,,,,,,"Burzichelli, John J.","McKnight, Angela V.",,"Authorizes creation of US Navy Veteran license plates.",,"A5225","A3762","A5542",1/14/2025 0:00:00,"Navy Veteran license plates-authorizes creation",2/3/2025 0:00:00,"Y"
"S  ",4074,"SJU",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4074","D",,,,,,,,,,"Scutari, Nicholas P.",,,"Makes certain changes related to application and licensing for sale of cannabis, Cannabis Regulatory Commission activity, municipal ordinances, and alternative treatment centers.",,"A5765  ",,,1/14/2025 0:00:00,"Cannabis-make certain changes related to application & licensing for sale",2/3/2025 0:00:00,"N"
"S  ",4083,"SCU",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4083","D",,,,,,,,,,"Turner, Shirley K.",,,"Requires air conditioning in certain residential rental units.",,,,,1/30/2025 0:00:00,"Residential rental units, certain-require air conditioning",2/4/2025 0:00:00,"N"
"S  ",4084,"SSG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4084","D",,,,,,,,,,"Turner, Shirley K.",,,"Establishes permanent standard time in NJ.",,,,,1/30/2025 0:00:00,"Permanent standard time-establish in NJ",2/4/2025 0:00:00,"N"
