BillType,BillNumber,CurrentStatus,LDOA,IntroDate,ActualBillNumber,BillParty1,BillParty2,BillParty3,GovernorAction,GovernorDateOfAction,PamphletLaw,ChapterLaw,EffectOnStatutes,EffectiveDate,Codification,FirstPrime,SecondPrime,ThirdPrime,Synopsis,EfDateNote,IdenticalBillNumber,LastSessionFullBillNumber,OldBillNumber,ProposedDate,Abstract,ModDate,FNCertified,billuuid
S  ,2309,SUB,2024-03-18,2024-01-25,S2309,D,D,,,,,,,,,"McKnight, Angela V.","Stack, Brian P.",,Permits municipality to authorize municipal clerk to submit certain written statements concerning affordable housing.,,A2296 (1R),A5867 (1R) S4272 w/c,,2024-01-09,Affordable housing-authorize municipal clerk submit certain written statements,2024-03-18,N,b5d85927-ec9d-40e1-92ea-54e3be80bc7b
S  ,2310,APP,2024-11-18,2024-01-25,S2310 Sca (1R),D,D,D,APP,2024-11-18,2024.0,91.0,,2025-06-01,34:6B-23,"Moriarty, Paul D.","Turner, Shirley K.","Danielsen, Joe ",Requires transparency concerning compensation with promotional opportunities and in employment listings.,,A4151 (1R),S3663 A3937,,2024-01-09,Employment listings-requires transparency concerning compensation,2024-12-02,N,1f9cae59-2526-4533-a1d5-3ce1192fa12f
S  ,2311,APP,2024-09-12,2024-01-25,S2311 Sca (1R),D,R,R,APP,2024-09-12,2024.0,67.0,,2024-09-12,45:1-28,"Singleton, Troy ","Singer, Robert W.","DiMaio, John ",Requires criminal history background check for individuals seeking licensure issued by boards regulating certain health care professions.,See text for additional effective notes,A1128 (1R),A5864,,2024-01-09,"Criminal history background check-require for licensure, cert. health care prof.",2024-09-24,N,ea63913e-8a14-412a-876f-1cdbd2f3de72
S  ,2312,SUB,2024-03-18,2024-01-25,S2312 Sca (1R),D,D,,,,,,,,,"Stack, Brian P.","Singleton, Troy ",,Allows projects supported by State or municipal affordable housing trust fund to be exempt from property tax and to instead contribute to municipal services by making payments in lieu of taxation.,,A3337 (1R),A5868 (1R) S4271,,2024-01-09,"Projects, supported by affordable housing fees-exempt from property tax",2024-03-18,N,f0bae26c-df37-45e4-89ff-d452c074d29a
S  ,2313,SJU,2024-01-25,2024-01-25,S2313,D,D,,,,,,,,,"Ruiz, M. Teresa","Moriarty, Paul D.",,Prohibits sale of tetrahydrocannabinol products in certain circumstances.,,A3580  ,,,2024-01-09,Tetrahydrocannabinol products-prohibits sale in certain circumstances,2024-01-26,N,9d3237df-3d5e-4ef0-b175-403a9a00909e
S  ,2314,SHH,2024-01-25,2024-01-25,S2314,D,,,,,,,,,,"Beach, James",,,Provides for receipts for applications for Supplemental Nutrition Assistance Program.  ,,,S1308 A2793,S1535 A2521,2024-01-09,SNAP-provides for receipts for applications,2024-02-01,Y,85139190-14f2-41cb-bd24-d231e5b908b8
S  ,2315,SHH,2024-01-25,2024-01-25,S2315,D,,,,,,,,,,"Beach, James",,,Requires DCA to approve credentialing entity to develop and administer voluntary recovery residence certification program.,,A3230,A4663 S1323,,2024-01-09,Recovery residence certification program-DCA approve credentialing entity devel.,2024-02-01,Y,c2470652-8d1b-4f56-939e-f91975c64adf
S  ,2316,SED,2024-01-25,2024-01-25,S2316,D,D,,,,,,,,,"Beach, James ","Greenstein, Linda R.",,Requires certain ratios of school library media specialists to students in public schools.,,A1712,A5457 S1903,,2024-01-09,School library media specialist-requires certain ratios to students in pub. sch.,2025-03-17,Y,336418d6-40ee-4dbb-9971-e7d58f6d6cdf
S  ,2317,SHH,2024-01-25,2024-01-25,S2317,D,,,,,,,,,,"Beach, James",,,Revises and updates law pertaining to guardianship to encourage ethical conduct by guardians and to provide stronger protections for wards and proposed wards.,,A3996  ,S1483 A4303 ,S2876 A4618,2024-01-09,"Guardianship arrangements-revises & updates law, encourage ethical conduct",2024-01-26,N,dd60e50a-542d-44d0-bdc7-399b3d541e9e
S  ,2318,SHH,2024-01-25,2024-01-25,S2318,D,,,,,,,,,,"Beach, James",,,Revises and updates law pertaining to conservatorship to encourage ethical conduct by conservators and to provide stronger protections for conservatees and proposed conservatees.,,,S1301,S2877 A4615 (1R),2024-01-09,"Conservatorship arrangements-revises & updates law, encourage ethical conduct",2024-02-01,Y,56c45b80-76b1-465e-9f7a-4b10e8b19de4
S  ,2319,SHH,2024-01-25,2024-01-25,S2319,D,,,,,,,,,,"Beach, James",,,Requires residential psychiatric and long-term care facilities to provide certain financial information to facility residents and other individuals.,,A3644  ,S1306 A4317,S2880 A4616 (1R),2024-01-09,Residential psychiatric & long-term care fac-provide finan info to fac residents,2024-02-01,Y,dca5581b-884e-4415-8c11-bd186b75633c
S  ,2320,SHH,2024-01-25,2024-01-25,S2320,D,,,,,,,,,,"Beach, James",,,"Provides that children under care, custody or supervision of DCPP may not be home-schooled.",,,S1304,S1537 A3001,2024-01-09,Children under care of DCPP-may not be home-schooled,2024-01-26,N,26bcfe3d-1d47-4998-b3f6-612cef22f074
S  ,2321,SHH,2024-01-25,2024-01-25,S2321,D,D,,,,,,,,,"Beach, James ","McKnight, Angela V.",,"Revises requirements concerning disqualification from registration as, and duties of, a professional guardian.",,A1189,A4302 S1303,,2024-01-09,Professional guardian-revise req concerning disqualification from regis & duties,2024-04-11,N,ef08c791-e103-49c0-bc9c-4899f84c0e1a
S  ,2322,SHH,2024-01-25,2024-01-25,S2322,D,,,,,,,,,,"Beach, James",,,"Amends ""Law Against Discrimination"" to provide every person engaged in raising a dog for guide or service the right to access public facilities.",,A3599  ,S1302 A2571,S2061 A3270,2024-01-25,Service or guide dog in training-amends Law Against Discrim to access public fac,2024-02-09,N,7b0c0b51-6a80-4887-884e-12c0e06ca720
S  ,2323,SHH,2024-01-25,2024-01-25,S2323,D,,,,,,,,,,"Beach, James ",,,Requires Division of Developmental Disabilities to make comprehensive list of its programs available to public.,,A1605,A1826 S1305,,2024-01-09,Developmental Disab Division-make comprehensive program list available to public,2025-02-20,N,d82056f8-4c8f-4bb1-896e-331821677f64
S  ,2324,SEG,2024-01-25,2024-01-25,S2324,D,,,,,,,,,,"Beach, James",,,Provides for uniform regulation of small wireless facility deployment in this State.,,A1133,A471 w/c S1487 w/c,,2024-01-09,Small wireless facility deployment-provides for uniform regulation,2024-02-01,Y,57db3d57-e90d-44c3-9e05-a0b68e8bb14e
S  ,2325,SSG,2024-01-25,2024-01-25,S2325,D,,,,,,,,,,"Beach, James",,,Allows reverse auctions for certain health benefits.,,,S2826,,2024-01-09,"Health benefits contracts, certain-allows reverse auctions",2024-01-26,N,51f376cd-6e06-44f8-bffc-0f8d48be653f
S  ,2326,SSG,2024-01-25,2024-01-25,S2326,D,,,,,,,,,,"Beach, James",,,"Requires State to use at least half of future federal ""Help America Vote Act"" funds for voting systems with paper record.",,,S1481 A532,A4967 S2043,2024-01-09,"Voting sys w/paper record-use half of future fds, Help America Vote Act, update",2024-01-26,N,6d8ddb54-4aad-4103-bec5-dcf5c019730e
S  ,2327,SBA,2024-06-03,2024-01-25,S2327,D,,,,,,,,,,"Beach, James",,,Requires MVC to check Social Security Administration records and mark deceased individuals in MVC database once per month.,,,S1480,A3137 S2241,2024-01-09,MVC database-check Social Security Admin. records and mark deceased persons,2025-01-08,Y,5bf54ae0-69e6-448d-970d-8c0c53e31ad6
S  ,2328,SEN,2024-01-25,2024-01-25,S2328,D,,,,,,,,,,"Beach, James",,,Requires State to use certain energy-efficient outdoor lighting fixtures.,,,S1479,S1263,2024-01-09,Energy-efficient outdoor lighting fixtures-State required to use,2024-02-01,Y,de3f66d1-c6b9-495b-8faa-403c5cf65fcf
S  ,2329,SCM,2024-01-25,2024-01-25,S2329,D,,,,,,,,,,"Beach, James",,,Revises membership of New Jersey State Board of Cosmetology and Hairstyling.,,A5668,A2582 S2504,,2024-01-25,"Cosmetology & Hairstyling, State Board-revises membership",2025-04-17,N,7e888b2a-8cc8-437d-9944-bce6249982e0
S  ,2330,SUB,2024-06-28,2024-01-25,S2330 Sca (1R),D,D,,,,,,,,,"Ruiz, M. Teresa","McKnight, Angela V.",,Establishes One-Year State Work First New Jersey Menstrual Hygiene Benefit Pilot Program and State Work First New Jersey Diaper Benefit Pilot Program; appropriates $2.5 million to DHS.*,,A2027 (1R),A5662 S3035 (1R),,2024-01-25,Work First New Jersey Menstrual Hygiene Benefit Program-establishes;$2.5M,2024-06-28,Y,3be11d93-bc0c-444b-8e02-f26a0bdab5c2
S  ,2331,APP,2025-01-30,2024-01-25,S2331,D,D,D,APP,2025-01-30,2025.0,5.0,,2025-01-30,"30:4C-29a & 30:4C-29b, 30:4C-29.1","Ruiz, M. Teresa","Vitale, Joseph F.","Speight, Shanique ","""Equitable Outcomes in Child Support Collection Act""; establishes procedures regarding collection of child support on behalf of children in custody of DCPP.",,A3517,,,2024-01-25,"Equitable Outcomes in Child Support Collection Act-estab procedures, collection",2025-02-24,N,52de9fb8-32cc-4a65-b820-6aeb8b5431f6
S  ,2332,PBH,2025-05-22,2024-01-25,S2332,D,D,D,,,,,,,,"Scutari, Nicholas P.","Vitale, Joseph F.","Murphy, Carol A.",Allows complaint for guardianship of minor to be filed six months before minor reaches age 18 under certain circumstances; establishes certain standards for filing guardianship complaints.,,A3893,,,2024-01-25,"Guardianship of minor-allow complaint, filed six months before reaching age 18",2025-05-22,N,1d087428-521f-4112-a162-5d9eb2446bc0
S  ,2333,SED,2024-01-25,2024-01-25,S2333,D,,,,,,,,,,"Gopal, Vin",,,Requires board of education to directly employ certain professionals; permits board of education to contract for certain personnel; permits use of virtual or remote instruction for public school students in certain circumstances.,,A3415,S4233 A5874,,2024-01-25,"Professionals, cert-req board of ed. directly employ; contract cert personnel",2024-02-06,N,67880f76-8db2-4463-9c56-52323c64fdb6
S  ,2334,SUB,2024-06-28,2024-01-25,S2334 ScaSca (2R),D,D,,,,,,,,,"Stack, Brian P.","McKnight, Angela V.",,Revises process for property tax lien holder to foreclose right to redeem a property tax lien; allows property owner to protect remaining equity.,,A3772 (1R),S4142,,2024-01-25,"Property tax lien holder-revises process, foreclose right to redeem tax lien",2024-08-07,Y,e3692f3a-821f-4a94-b29b-03125ab3c638
S  ,2335,PBH,2025-06-30,2024-01-25,S2335/3096 ScaScs (SCS),D,D,D,,,,,,,,"Ruiz, M. Teresa","Stack, Brian P.","McKnight, Angela V.",Requires school districts to provide instruction on history of Latinos and Hispanics as part of implementation of New Jersey Student Learning Standards.*,,A3871 (ACS),S4269,,2024-01-25,Latino/Hispanic Americans-req sch dist prov instruction on history/contributions,2025-07-01,N,89d4016a-52c0-4f4d-b541-2caf9dfa98cd
S  ,2336,SCM,2024-01-29,2024-01-29,S2336,D,,,,,,,,,,"Mukherji, Raj ",,,Concerns hospitality franchise agreements.,,A3495  ,S3165,,2024-01-25,Hospitality franchise agreements-concerns,2024-09-19,N,eefbc7b3-6176-419e-80ca-e5cb05a5e585
S  ,2337,SJU,2024-01-29,2024-01-29,S2337,D,D,,,,,,,,,"Mukherji, Raj ","Stack, Brian P.",,Implements child safety provisions in custody disputes.,,,,,2024-01-25,Custody disputes-implements child safety provisions,2024-06-06,Y,fe9dfe38-ed8f-48a8-9d79-8337816d14ec
S  ,2338,SJU,2024-01-29,2024-01-29,S2338,D,D,,,,,,,,,"Mukherji, Raj ","McKnight, Angela V.",,Provides for rehabilitative release for certain incarcerated persons.,,A4463,,,2024-01-25,Rehabilitative release-provide for certain incarcerated persons,2025-01-30,Y,04a02970-809f-4e1d-8ee9-98db23c43805
S  ,2339,SBA,2024-02-22,2024-01-29,S2339 Sca (1R),D,D,,,,,,,,,"Mukherji, Raj ","McKnight, Angela V.",,Establishes State Parkinson's disease registry.,,A3693,,,2024-01-25,Parkinson's disease-establishes State registry,2025-05-12,Y,0a95746c-c036-4858-bfa8-cbb644a2312c
S  ,2340,2RS,2025-06-09,2024-01-29,S2340,R,,,,,,,,,,"Singer, Robert W.",,,Authorizes outpatient substance use disorder treatment programs to make housing available under certain circumstances.,,,,,2024-01-25,"Substance use disorder treatment prog-make housing available, cert circumstances",2025-06-09,N,ef8bada6-f620-49e3-9115-66b884f6c6f6
S  ,2341,SHH,2024-01-29,2024-01-29,S2341,R,,,,,,,,,,"Corrado, Kristin M.",,,Requires Division of Developmental Disabilities to reopen programs providing functional services to persons with developmental disabilities in same manner as schools.,,A4414  ,S835,S3865,2024-01-25,Functional svcs. for developmental disabled-Div. of Devel. Disab reopen programs,2024-01-30,N,12e27757-733f-46f5-aba1-a408024b696c
S  ,2342,SJU,2024-01-29,2024-01-29,S2342,R,,,,,,,,,,"Corrado, Kristin M.",,,"Provides that cabinet-level public officials, Attorney General, and county prosecutors may serve in acting capacity for no longer than six months without nomination.",,A2754,A1291,,2024-01-25,"Public officials, AG & county prosecutors, acting-serve no longer than 6 months",2024-01-30,N,0c7bf86c-4363-4632-b8d7-8474239fed03
S  ,2343,SCU,2024-01-29,2024-01-29,S2343,R,,,,,,,,,,"Corrado, Kristin M.",,,"Increases maximum gross income tax deduction for homestead property taxes paid to $25,000.",,,S51,S146,2024-01-25,Homestead property tax-increases maximum gross income tax deduction,2024-02-01,Y,d1ab014f-4c28-4566-ba39-c458a715d0c8
S  ,2344,APP,2024-07-26,2024-01-29,S2344,D,D,D,APP,2024-07-26,2024.0,50.0,,2024-07-26,APPROPRIATION,"Ruiz, M. Teresa","Cruz-Perez, Nilsa I.","Haider, Shama A.",Limits availability of Child Care Facilities Improvement Program grants funded through Child Care Revitalization Act to licensed child care centers.,,A3582,,,2024-01-25,"Child Care Facilities Improvement Program-limit grants funded, licensed centers",2024-09-09,N,f402f1a3-0d6c-49a9-813e-d240cca44e8a
S  ,2345,SCU,2024-01-29,2024-01-29,S2345,D,D,,,,,,,,,"Singleton, Troy ","Johnson, Gordon M.",,Consolidates certain affordable housing and assistance applications.,,A876 w/c,A2760 w/c S858 (1R),,2024-01-25,"Affordable housing and assistance applications, certain-consolidates",2025-06-12,N,ea4f8a19-9a7d-4507-8419-bd817c2109cc
S  ,2346,PS,2025-06-30,2024-01-29,S2346 ScaSca (2R),D,D,,,,,,,,,"Turner, Shirley K.","McKnight, Angela V.",,Creates Code Red alert pilot program to shelter at-risk individuals during certain hot weather and air quality events; appropriates $5 million.*,,A2258,S2429 (1R) A3540 ACS,A676,2024-01-25,Code Red alert-creates to shelter at-risk individuals during hot weather,2025-06-30,Y,48ad8078-3474-4c75-bca0-5cfc5b6f26f4
S  ,2347,2RS,2025-06-02,2024-01-29,S2347/1106 ScsSsSa (SS/1R),D,D,,,,,,,,,"Singleton, Troy ","Timberlake, Britnee N.",,Concerns development of accessory dwelling units and related regulations.*,,A2792/4370/2489 (ACS),,,2024-01-29,Accessory dwelling units & municipal land use regulations-concerns development,2025-06-02,Y,630e0c8e-ce6c-46c2-9fe1-ea07c897a288
S  ,2348,SBA,2024-05-16,2024-01-29,S2348,D,D,,,,,,,,,"Singleton, Troy ","McKnight, Angela V.",,Requires Attorney General to review use of force policy at least every two years.,,A4175 (2R),,,2024-01-25,Force policy use-require Attorney General review at least every two yrs,2025-02-27,Y,04ccbfe9-70ce-400c-a8ec-ee21ff3975b0
S  ,2349,SCM,2024-01-29,2024-01-29,S2349,D,,,,,,,,,,"McKeon, John F.",,,Requires registration of data brokers and prohibits brokering of certain health records.,,A2184,A5254 A4811 ACS,,2024-01-25,"Data brokers-require registration; prohibit brokering, certain health records",2024-02-01,Y,26659a28-e074-4c51-a148-6537066b4a69
S  ,2350,SSG,2024-01-29,2024-01-29,S2350,D,,,,,,,,,,"Turner, Shirley K.",,,Prohibits information from Statewide voter registration system from being published on Internet.,,A912,A4897 S3315,,2024-01-25,"Voter registration system, Statewide-prohibit information published on Internet",2024-01-30,N,392b252f-59d7-4e31-bcc5-d3fc8ed9c803
S  ,2351,SSG,2024-01-29,2024-01-29,S2351,D,,,,,,,,,,"McKeon, John F.",,,Permits persons at horse racetracks and off-track wagering facilities to place wagers on previously-recorded live horse races.,,,A407 S1466,S541 A626,2024-01-25,Horse racetrack-permits wagers on previously-recorded live races,2024-05-16,Y,2019b89d-208c-43de-9a1b-a7bc6394c2b0
S  ,2352,W,2024-03-18,2024-01-29,S2352,D,D,,,,,,,,,"Turner, Shirley K.","Cryan, Joseph P.",,"Establishes ""John R. Lewis Voting Rights Act of New Jersey.""",,A904,A4554 S2997,,2024-01-25,John R. Lewis Voting Rights Act-establishes,2024-03-18,N,c035021a-aa11-4175-a9f8-69d7fc541ffb
S  ,2353,SEN,2024-01-29,2024-01-29,S2353,D,,,,,,,,,,"Turner, Shirley K.",,,"Requires boil water notices to be provided by certain public water systems via telephone, email or text message.",,A2423,A1670 w/c S2068 w/c,,2024-01-25,"Boil water notice-req. by certain public water systems via phone, email or text",2024-02-01,Y,d81006fe-0e17-4d22-9c1f-8717dbefe7e1
S  ,2354,SBA,2024-12-05,2024-01-29,S2354,D,R,,,,,,,,,"Turner, Shirley K.","Corrado, Kristin M.",,Requires MVC to accommodate walk-in services on certain days.,,A5098  ,S3396,,2024-01-25,MVC walk-in services-require to accommodate on certain days,2025-02-13,Y,298bd826-d5d1-4271-8cb2-043f92d4ad2d
S  ,2355,SSG,2024-01-29,2024-01-29,S2355,D,,,,,,,,,,"Turner, Shirley K.",,,"Establishes ""Revolutionary War Park Study Commission.""",,A2878,A5090 S3175,,2024-01-25,Revolutionary War Park Study Commission-establish,2024-01-30,N,b5f6fc99-202a-420c-90b7-3f3fd3d1c003
S  ,2356,SHH,2024-01-29,2024-01-29,S2356,D,,,,,,,,,,"Turner, Shirley K.",,,Exempts sales of condoms from sales and use tax.,,,S1348,S1281 A3003,2024-01-25,Condoms-exempts from sales and use tax,2024-02-01,Y,6d45161c-518e-4ba4-8413-1b0dddc3e4f8
S  ,2357,SBA,2024-01-29,2024-01-29,S2357,D,D,,,,,,,,,"Turner, Shirley K.","Mukherji, Raj ",,Excludes certain contributions to deferred compensation plans and provides deduction for certain individual retirement savings under the gross income tax.,,A932   ,S951,S1283,2024-01-25,Deferred compensation plans-excludes certain contributions,2024-10-21,Y,3fb69a8e-7513-4c26-8de8-5cd9f68bbbaf
S  ,2358,SEG,2024-01-29,2024-01-29,S2358,D,D,,,,,,,,,"Turner, Shirley K.","Greenstein, Linda R.",,Requires certain electric public utilities to file emergency response plan with BPU.,,A2977,S1345 w/c,S1300 A2454,2024-01-25,Electric public utilities-required to file emergency response plan with BPU,2024-02-05,Y,4ac9215d-d051-4de4-9286-ece164367751
S  ,2359,SSG,2024-01-29,2024-01-29,S2359,D,,,,,,,,,,"Turner, Shirley K.",,,Concerns annual reporting requirements of SHBP and SEHBP commissions.,,A2875,A4700 S2994,,2024-01-25,SHBP & SEHBP commissions-concerns annual reporting requirements,2024-01-30,N,ff38c4db-9aa2-44bc-a82f-2aa07fc38f61
S  ,2360,SED,2024-01-29,2024-01-29,S2360,D,,,,,,,,,,"Beach, James",,,Provides same military service credit for compensation purposes to noncertificated employees of school districts that is provided to certificated employees under current law.,,A4167  ,S2172,S2239,2024-01-25,School district noncertificated employee-provides same mil. svc. credit for comp,2024-01-30,N,087fd24f-1518-4c14-9660-55db4f11527a
S  ,2361,2RS,2025-06-19,2024-01-29,S2361 Sca (1R),D,,,,,,,,,,"Beach, James",,,Requires DMVA notify certain veteran organizations and county officers and municipal registers of names of persons buried or cremated in State veteran cemeteries.,,A2163,A3695 (1R) S1760,,2024-01-25,"Veteran-DMVA notify cert organizations, names of deceased in veteran cemeteries",2025-06-19,N,5bd14fe2-e605-4b49-8692-23226ccc8aba
S  ,2362,SSG,2024-01-29,2024-01-29,S2362,D,,,,,,,,,,"Beach, James ",,,Creates gallery space on State House grounds for display of certain art works.,,A3032,A2813 (2R) S1598,,2024-01-25,State House grounds-create gallery space for display of certain art works,2024-02-05,N,9dcf9ea0-0297-4ef3-a002-9dc654a22863
S  ,2363,2RS,2024-06-13,2024-01-29,S2363,D,D,,,,,,,,,"Beach, James ","Mukherji, Raj ",,Permits DMVA to receive voluntary contributions for veteran suicide prevention public service announcements.,,A5307,S2248 A2777,A1001,2024-01-25,Veteran suicide prevention public service announcements-DMVA receive vol contrib,2024-06-17,N,8f94487c-6c61-46cc-a608-05b94572c104
S  ,2364,SED,2024-01-29,2024-01-29,S2364,D,D,,,,,,,,,"Beach, James ","Greenstein, Linda R.",,Establishes Commission on Career and Technical Education and creates initiatives that promote career and technical education programs in State.,,,S1902,S588 w/c,2024-01-25,Career & Technical Education Commission-establish; creates initiatives promoting,2024-01-30,N,e228ee42-947d-4f86-8d78-697f86085cb0
S  ,2365,SJU,2024-01-29,2024-01-29,S2365,D,,,,,,,,,,"Beach, James",,,Requires court to consider results of domestic violence assessment before dissolving certain domestic violence restraining orders.,,A3967,S159 w/c,S197,2024-01-25,Domestic violence restraining order-consider results of domestic viol assessment,2024-02-01,Y,a3b6bc63-215f-45d8-ac1d-fc0675de7dfa
S  ,2366,2RS,2025-03-03,2024-01-29,S2366,D,D,,,,,,,,,"Beach, James ","Mukherji, Raj ",,Expands eligibility for veterans' civil service preference; creates additional preference benefits.,,,S1377 A3905,S2046,2024-01-25,Veterans' civil service preference-expands elig and creates additional benefits,2025-03-03,N,d3fbf0fa-7ee0-4a37-b742-21b5ee96ab64
S  ,2367,SBA,2024-02-08,2024-01-29,S2367,D,R,,,,,,,,,"Pou, Nellie ","Tiver, Latham ",,Extends validity of and eliminates issuance fee for temporary instructional certificate issued to military spouse; requires expedited processing of military spouse application for NJ instructional certificate and eliminates fee to obtain certificate.,,A3603  ,S3235 A480 (1R),S2016 A3150,2024-01-25,"Military spouse-extends validity & eliminates issuance fee, instructional cert",2024-12-19,Y,1496f01a-610c-4286-874e-407170c1a571
S  ,2368,SHH,2024-01-29,2024-01-29,S2368,D,,,,,,,,,,"Beach, James",,,"Requires feasibility study to examine establishment of regional medical examiner office facility in Southern New Jersey and collaborative development of new medical examiner education initiatives; appropriates $40,000.",,A1178,S731 A2567,S3815 (1R) A5761 (1R),2024-01-25,"Medical examiner fac in Southern NJ-req feasibility study, examine estab;$40K",2024-01-30,N,00e1035a-f522-44cb-84a8-9c322785070a
S  ,2369,SLP,2024-01-29,2024-01-29,S2369,D,,,,,,,,,,"Beach, James ",,,"Requires local government notification of sex offender registration and prohibits sex offenders from living near schools, child care centers or playgrounds.",,A4389  ,S1674 A691,S1549 A751,2024-01-29,"Sex offender-require local government registration, prohibit living near schools",2024-03-04,N,5b492a6d-ed1b-4756-8585-3a1547c9a865
S  ,2370,SLP,2024-01-29,2024-01-29,S2370,D,,,,,,,,,,"Beach, James",,,Upgrades penalties for assaulting certain health care support staff and security guards at health care facilities and human services and veterans' facilities.,,,S2625 A4197,,2024-01-25,"Assault staff & security guards at health, human svc, vet facility-upgrade penal",2024-02-01,Y,00a13a73-e9e4-4bef-ae44-983b96da8395
S  ,2371,SLP,2024-01-29,2024-01-29,S2371,D,,,,,,,,,,"Beach, James",,,Increases mandatory minimum term of imprisonment for certain repeat sex offenders.,,A2739,A4145 S2127,,2024-01-25,"Sex offenders, repeat-increases mandatory minimum term of imprisonment",2024-02-01,Y,5680cbb6-e8c3-4cf8-a5f6-38f1adde943a
S  ,2372,STR,2024-01-29,2024-01-29,S2372,D,,,,,,,,,,"Beach, James ",,,Allows termination of motor vehicle lease in event of death; prohibits imposition of fee for early termination.,,A1584,A1805 S2014,,2024-01-25,Motor vehicle lease-allows termination in event of death and prohibits fee,2024-02-05,N,ac497475-d3aa-47bf-8dd9-2b2d5262b724
S  ,2373,PS,2025-06-30,2024-01-29,S2373 ScaSca (2R),D,D,,,,,,,,,"Beach, James ","Greenstein, Linda R.",,Provides employment protections for paid first responders diagnosed with post-traumatic stress disorder under certain conditions.,,A2145,S703 (2R) A2886 (2R),S4165 A5771,2024-01-25,First responders diagnosed w/post-traumatic stress disorder-prov emp protections,2025-06-30,Y,b7952e2e-807d-4291-b6c4-48cda1bf1a85
S  ,2374,SEG,2024-01-29,2024-01-29,S2374,D,,,,,,,,,,"Beach, James",,,Requires telecommunications companies to provide prorated refunds for service outages of longer than 72 hours.,,A500 w/c,A1768 (1R) w/c,,2024-01-25,"Telecommunications company-prov prorated refunds, svc outages longer than 72 hrs",2024-01-30,N,ff29926d-4860-4e44-a9c2-9b07ea5c9774
S  ,2375,SED,2024-01-29,2024-01-29,S2375,D,,,,,,,,,,"Beach, James",,,Creates pilot program to fund adult education programs for residents of certain communities.  ,,,S2173,S2240,2024-01-25,Adult education programs for residents-creates pilot program to fund,2024-02-01,Y,37d4439e-7c7c-4b46-b743-d0829b027533
S  ,2376,2RA,2025-06-16,2024-01-29,S2376 Sca (1R),D,D,,,,,,,,,"Beach, James ","Vitale, Joseph F.",,Requires boards of education to ensure that all staff are trained in care of students with epilepsy and seizure disorders every five years.*,,A2255 (1R),S1557 A3537,,2024-01-25,Students w/epilepsy & seizure disorder-ensure all staff trained every 5 years,2025-06-16,N,54e145ac-8c43-4d3f-9b52-a0e62f714490
S  ,2377,SHI,2024-01-29,2024-01-29,S2377,D,,,,,,,,,,"Beach, James ",,,Requires public institutions of higher education to waive or reimburse application fees and transcript fees for veterans and members of the military.,,A2161,S1905 A3962,S1587,2024-01-25,Veterans & military members-waive or reimburse application and transcript fees,2024-02-05,Y,7d486fec-3765-4636-8819-493ecb96a98c
S  ,2378,SBA,2024-06-20,2024-01-29,S2378,D,R,,,,,,,,,"Beach, James ","Polistina, Vincent J.",,Provides gross income tax deduction to eligible educators and paraprofessionals for expense of classroom supplies.,,A3416,S1980 (1R) A2227 (2R),A1619,2024-01-25,Classroom supplies expenses-provides income tax deduction to eligible educators,2024-09-19,Y,d083f4e0-100d-4633-b7b7-0bd2928ca64c
S  ,2379,SSG,2024-01-29,2024-01-29,S2379,D,,,,,,,,,,"Beach, James",,,"Allows public libraries, boards of education, and local governments to dispose of certain personal property without advertising for bids.",,,S1755,S2644 (1R) A1180 (1R),2024-01-25,Libraries-allows disposal of certain materials without advertising for bids,2024-01-30,N,78bc1451-1049-46bc-b9fe-b5623480f661
S  ,2380,SED,2024-01-29,2024-01-29,S2380,D,D,,,,,,,,,"Beach, James ","Burgess, Renee C.",,Permits certain mental health professionals working in school districts to refer or help facilitate referral of students to private professional counselors.,,A1657,A4086 S2003,,2024-01-25,Pub. school student mental health svcs-permit referral to private prof counselor,2024-09-12,N,85323817-c34b-46f5-a388-4d60c38fc9fb
S  ,2381,SCU,2024-01-29,2024-01-29,S2381,D,,,,,,,,,,"Singleton, Troy",,,"""New Jersey Infrastructure Capital Asset Reassignment Enterprise Fund Act""; creates trust fund for conveyance of certain assets for benefit of State-administered retirement systems; appropriates $20 million.",,A4026,A5889 S4253,,2024-01-25,Infrastructure Capital Asset Reassignment Enterprise Fd Act-create trust fd;$20M,2024-02-01,Y,9676d22d-b687-49e5-8102-702aa0675aa7
S  ,2382,SED,2024-01-29,2024-01-29,S2382,R,,,,,,,,,,"Amato, Carmen F.",,,Requires schools to report certain assaults to law enforcement.,,A1771,A5312 S3728,,2024-01-25,"Assaults, certain-require schools report to law enforcement",2024-01-30,N,84d4aca4-61af-45ae-af34-c8d240b25d2e
S  ,2383,SCU,2024-01-29,2024-01-29,S2383,R,R,,,,,,,,,"Amato, Carmen F.","Singer, Robert W.",,"Establishes ""Volunteer Fire Company Assistance Program"" in DCA to support operations and sustainability of volunteer fire companies; appropriates $10 million.",,A1773,A5570 S3925,,2024-01-25,Volunteer Fire Company Assistance Program-estab to support operations;$10M,2024-10-10,Y,ac87cb8d-1e32-44b1-b011-c469aa0b168d
S  ,2384,SCU,2024-01-29,2024-01-29,S2384,R,,,,,,,,,,"Amato, Carmen F.",,,Makes permanent certain immunity relating to COVID-19 spread in planned real estate developments.,,,S177 A729,S4107 A6047,2024-01-25,"Immunity, COVID-19 spread in planned real estate devel-makes permanent certain",2024-01-30,N,bb007981-1b5b-4608-ae1b-b633090c0dd6
